,path,name,continent,country,culture,dateFrom,dateTo,economic,group,lang,polalign,source,url,EconomicQuality,Education,EnterpriseConditions,Governance,Health,Individualism,Indulgence,InvestmentEnvironment,LivingConditions,LongTermOrientation,MarketAccessandInfrastructure,Masculinity,NaturalEnvironment,PersonalFreedom,PowerDistance,SafetyandSecurity,SocialCapital,UncertaintyAvoidance,linguisticblocs,militarydefenseblocs,religions,politicalregionalblocs,economicblocs
83,/Event/7440345427/7440451821/7441586185/7443517575,7443517575,,,,2023-03-11T10:34:00,2023-03-12T21:04:00,,7440345427,eng,,news.yahoo.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
84,/Event/7440345427/7440451821/7441586185/7443567587,7443567587,,,,2023-03-11T10:34:00,2023-03-12T22:06:00,,7440345427,eng,,hypebeast.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
85,/Event/7440345427/7440451821/7441586185/7443646934,7443646934,,,,2023-03-11T10:34:00,2023-03-12T23:51:00,,7440345427,eng,,djournal.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
86,/Event/7440345427/7440451821/7441586185/7443756148,7443756148,AS,IN,C18,2023-03-11T10:34:00,2023-03-13T02:02:00,C17,7440345427,eng,fiscally-conservative-socially-liberal,livemint.com,https:en.wikipedia.orgwikiMint_(newspaper),89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,Hindu,,
87,/Event/7440345427/7440451821/7441586185/7443786298,7443786298,,,,2023-03-11T10:34:00,2023-03-13T02:41:00,,7440345427,eng,,gazette.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
88,/Event/7440345427/7440451821/7441586185/7444068390,7444068390,,,,2023-03-11T10:34:00,2023-03-13T07:10:00,,7440345427,eng,,japannews.yomiuri.co.jp,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
89,/Event/7440345427/7440451821/7441586185/7444257329,7444257329,,,,2023-03-11T10:34:00,2023-03-13T09:22:00,,7440345427,eng,,ca.sports.yahoo.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
90,/Event/7440345427/7440451821/7441586185/7444423152,7444423152,,USA,C4,2023-03-11T10:34:00,2023-03-13T11:04:00,C2,7440345427,eng,,arkansasonline.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Eng,NATO,Christian,,NAFTA
91,/Event/7440345427/7440451821/7441586185/7444442785,7444442785,,,,2023-03-11T10:34:00,2023-03-13T11:15:00,,7440345427,eng,,aithority.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
92,/Event/7440345427/7440451821/7441586185/7445024322,7445024322,,,,2023-03-11T10:34:00,2023-03-13T17:24:00,,7440345427,eng,,bullfrag.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
93,/Event/7440345427/7440451821/7441586185/7445108758,7445108758,,,,2023-03-11T10:34:00,2023-03-13T18:29:00,,7440345427,eng,,thehornnews.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
94,/Event/7440345427/7440451821/7441586185/7446543030,7446543030,,,,2023-03-11T10:34:00,2023-03-14T14:17:00,,7440345427,eng,,tass.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
95,/Event/7440345427/7440451821/7441618468,7441618468,,,,2023-03-10T15:40:00,2023-03-11T11:05:00,,7440345427,eng,,todayheadline.co,,,,,,,,,,,,,,,,,,,,,,,,
96,/Event/7440345427/7440451821/7441795533,7441795533,,USA,C4,2023-03-10T15:40:00,2023-03-11T13:41:00,C2,7440345427,eng,,orlandosentinel.com,,,,,,,,,,,,,,,,,,,,Eng,NATO,Christian,,NAFTA
97,/Event/7440345427/7440451821/7441795533/7442445932,7442445932,,,,2023-03-11T13:41:00,2023-03-12T02:31:00,,7440345427,eng,,nationalpost.com,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,,,,
98,/Event/7440345427/7440451821/7441810673,7441810673,EU,UK,C4,2023-03-10T15:40:00,2023-03-11T13:55:00,C2,7440345427,eng,,businesstelegraph.co.uk,,,,,,,,,,,,,,,,,,,,Eng,NATO,Christian,,
99,/Event/7440345427/7440451821/7441917729,7441917729,,,,2023-03-10T15:40:00,2023-03-11T15:35:00,,7440345427,eng,,rafu.com,,,,,,,,,,,,,,,,,,,,,,,,
100,/Event/7440345427/7440451821/7442203581,7442203581,AS,IN,C18,2023-03-10T15:40:00,2023-03-11T20:35:00,C17,7440345427,eng,Center-right,timesofindia.indiatimes.com,ChatGPT,,,,,,,,,,,,,,,,,,,,,Hindu,,
101,/Event/7440345427/7440451821/7442203581/7442434007,7442434007,,,,2023-03-11T20:35:00,2023-03-12T02:11:00,,7440345427,eng,,nationalpost.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
102,/Event/7440345427/7440451821/7442203581/7442461998,7442461998,,USA,C4,2023-03-11T20:35:00,2023-03-12T02:56:00,C2,7440345427,eng,,dothaneagle.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Eng,NATO,Christian,,NAFTA
103,/Event/7440345427/7440451821/7442213029,7442213029,,USA,C4,2023-03-10T15:40:00,2023-03-11T20:47:00,C2,7440345427,eng,,edition.cnn.com,,,,,,,,,,,,,,,,,,,,Eng,NATO,Christian,,NAFTA
104,/Event/7440345427/7440451821/7442213029/7442459232,7442459232,,,,2023-03-11T20:47:00,2023-03-12T02:53:00,,7440345427,eng,,buffalonews.com,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,,,,
105,/Event/7440345427/7440451821/7442213029/7442587635,7442587635,,USA,C4,2023-03-11T20:47:00,2023-03-12T05:52:00,C2,7440345427,eng,,lacrossetribune.com,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,Eng,NATO,Christian,,NAFTA
106,/Event/7440345427/7440451821/7442213029/7442612924,7442612924,,USA,C4,2023-03-11T20:47:00,2023-03-12T06:20:00,C2,7440345427,eng,,dailyprogress.com,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,Eng,NATO,Christian,,NAFTA
107,/Event/7440345427/7440451821/7442213029/7442716999,7442716999,,USA,C4,2023-03-11T20:47:00,2023-03-12T08:06:00,C2,7440345427,eng,,wcfcourier.com,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,Eng,NATO,Christian,,NAFTA
108,/Event/7440345427/7440451821/7442213029/7443288736,7443288736,,,,2023-03-11T20:47:00,2023-03-12T16:56:00,,7440345427,eng,,muscatinejournal.com,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,,,,
109,/Event/7440345427/7440451821/7442282874,7442282874,,,,2023-03-10T15:40:00,2023-03-11T22:21:00,,7440345427,eng,,clickorlando.com,,,,,,,,,,,,,,,,,,,,,,,,
110,/Event/7440345427/7440451821/7442442978,7442442978,,,,2023-03-10T15:40:00,2023-03-12T02:25:00,,7440345427,eng,,fox35orlando.com,,,,,,,,,,,,,,,,,,,,,,,,
111,/Event/7440345427/7440451821/7442448581,7442448581,,,,2023-03-10T15:40:00,2023-03-12T02:35:00,,7440345427,eng,,space.com,,,,,,,,,,,,,,,,,,,,,,,,
112,/Event/7440345427/7440451821/7442456547,7442456547,,,,2023-03-10T15:40:00,2023-03-12T02:48:00,,7440345427,eng,,shorenewsnetwork.com,,,,,,,,,,,,,,,,,,,,,,,,
113,/Event/7440345427/7440451821/7442456547/7442462986,7442462986,,USA,C4,2023-03-12T02:48:00,2023-03-12T02:58:00,C2,7440345427,eng,,journalnow.com,,,,,,,,,,,,,,,,,,,,Eng,NATO,Christian,,NAFTA
114,/Event/7440345427/7440451821/7442456547/7442463031,7442463031,,USA,C4,2023-03-12T02:48:00,2023-03-12T03:01:00,C2,7440345427,eng,,omaha.com,,,,,,,,,,,,,,,,,,,,Eng,NATO,Christian,,NAFTA
115,/Event/7440345427/7440451821/7442456547/7442477616,7442477616,,USA,C4,2023-03-12T02:48:00,2023-03-12T03:19:00,C2,7440345427,eng,,stltoday.com,,,,,,,,,,,,,,,,,,,,Eng,NATO,Christian,,NAFTA
116,/Event/7440345427/7440451821/7442456547/7442660179,7442660179,,USA,C4,2023-03-12T02:48:00,2023-03-12T07:13:00,C2,7440345427,eng,,roanoke.com,,,,,,,,,,,,,,,,,,,,Eng,NATO,Christian,,NAFTA
117,/Event/7440345427/7440451821/7442456547/7442700119,7442700119,,USA,C4,2023-03-12T02:48:00,2023-03-12T07:50:00,C2,7440345427,eng,,dailyprogress.com,,,,,,,,,,,,,,,,,,,,Eng,NATO,Christian,,NAFTA
118,/Event/7440345427/7440451821/7442456547/7442718032,7442718032,,USA,C4,2023-03-12T02:48:00,2023-03-12T08:07:00,C2,7440345427,eng,,newsadvance.com,,,,,,,,,,,,,,,,,,,,Eng,NATO,Christian,,NAFTA
119,/Event/7440345427/7440451821/7442456547/7442716995,7442716995,,USA,C4,2023-03-12T02:48:00,2023-03-12T08:08:00,C2,7440345427,eng,,wcfcourier.com,,,,,,,,,,,,,,,,,,,,Eng,NATO,Christian,,NAFTA
120,/Event/7440345427/7440451821/7442459804,7442459804,AS,NP,C20,2023-03-10T15:40:00,2023-03-12T02:53:00,C5,7440345427,eng,,kathmandupost.com,,,,,,,,,,,,,,,,,,,,,,Hindu,,
121,/Event/7440345427/7440451821/7442459804/7442462314,7442462314,,USA,C4,2023-03-12T02:53:00,2023-03-12T03:00:00,C2,7440345427,eng,,newsadvance.com,,102.0,119.0,112.0,72.0,118.0,30.0,0.0,117.0,123.0,0.0,130.0,40.0,133.0,84.0,65.0,94.0,73.0,40.0,Eng,NATO,Christian,,NAFTA
122,/Event/7440345427/7440451821/7442459804/7442465008,7442465008,,USA,C4,2023-03-12T02:53:00,2023-03-12T03:01:00,C2,7440345427,eng,,siouxcityjournal.com,,102.0,119.0,112.0,72.0,118.0,30.0,0.0,117.0,123.0,0.0,130.0,40.0,133.0,84.0,65.0,94.0,73.0,40.0,Eng,NATO,Christian,,NAFTA
123,/Event/7440345427/7440451821/7442459804/7442472169,7442472169,,USA,C4,2023-03-12T02:53:00,2023-03-12T03:12:00,C2,7440345427,eng,,omaha.com,,102.0,119.0,112.0,72.0,118.0,30.0,0.0,117.0,123.0,0.0,130.0,40.0,133.0,84.0,65.0,94.0,73.0,40.0,Eng,NATO,Christian,,NAFTA
124,/Event/7440345427/7440451821/7442459804/7442491538,7442491538,,,,2023-03-12T02:53:00,2023-03-12T03:42:00,,7440345427,eng,,latestly.com,,102.0,119.0,112.0,72.0,118.0,30.0,0.0,117.0,123.0,0.0,130.0,40.0,133.0,84.0,65.0,94.0,73.0,40.0,,,,,
125,/Event/7440345427/7440451821/7442459804/7442588745,7442588745,,,,2023-03-12T02:53:00,2023-03-12T05:53:00,,7440345427,eng,,gazette.com,,102.0,119.0,112.0,72.0,118.0,30.0,0.0,117.0,123.0,0.0,130.0,40.0,133.0,84.0,65.0,94.0,73.0,40.0,,,,,
126,/Event/7440345427/7440451821/7442459804/7442593289,7442593289,AS,JP,C1,2023-03-12T02:53:00,2023-03-12T05:57:00,C3,7440345427,eng,,english.kyodonews.net,,102.0,119.0,112.0,72.0,118.0,30.0,0.0,117.0,123.0,0.0,130.0,40.0,133.0,84.0,65.0,94.0,73.0,40.0,,,Irreligion,,
127,/Event/7440345427/7440451821/7442459804/7442996099,7442996099,,USA,C4,2023-03-12T02:53:00,2023-03-12T12:24:00,C2,7440345427,eng,,missoulian.com,,102.0,119.0,112.0,72.0,118.0,30.0,0.0,117.0,123.0,0.0,130.0,40.0,133.0,84.0,65.0,94.0,73.0,40.0,Eng,NATO,Christian,,NAFTA
128,/Event/7440345427/7440451821/7442459804/7443206602,7443206602,,,,2023-03-12T02:53:00,2023-03-12T15:38:00,,7440345427,eng,,journalstar.com,,102.0,119.0,112.0,72.0,118.0,30.0,0.0,117.0,123.0,0.0,130.0,40.0,133.0,84.0,65.0,94.0,73.0,40.0,,,,,
129,/Event/7440345427/7440451821/7442459804/7443268479,7443268479,,USA,C4,2023-03-12T02:53:00,2023-03-12T16:35:00,C2,7440345427,eng,,missoulian.com,,102.0,119.0,112.0,72.0,118.0,30.0,0.0,117.0,123.0,0.0,130.0,40.0,133.0,84.0,65.0,94.0,73.0,40.0,Eng,NATO,Christian,,NAFTA
130,/Event/7440345427/7440451821/7442459804/7443502739,7443502739,,,,2023-03-12T02:53:00,2023-03-12T20:45:00,,7440345427,eng,,ca.sports.yahoo.com,,102.0,119.0,112.0,72.0,118.0,30.0,0.0,117.0,123.0,0.0,130.0,40.0,133.0,84.0,65.0,94.0,73.0,40.0,,,,,
131,/Event/7440345427/7440451821/7442459804/7443505230,7443505230,,,,2023-03-12T02:53:00,2023-03-12T20:47:00,,7440345427,eng,,people.com,,102.0,119.0,112.0,72.0,118.0,30.0,0.0,117.0,123.0,0.0,130.0,40.0,133.0,84.0,65.0,94.0,73.0,40.0,,,,,
132,/Event/7440345427/7440451821/7442459804/7443525345,7443525345,,,,2023-03-12T02:53:00,2023-03-12T21:12:00,,7440345427,eng,,focustechnica.com,,102.0,119.0,112.0,72.0,118.0,30.0,0.0,117.0,123.0,0.0,130.0,40.0,133.0,84.0,65.0,94.0,73.0,40.0,,,,,
133,/Event/7440345427/7440451821/7442462241,7442462241,AS,IN,C18,2023-03-10T15:40:00,2023-03-12T02:57:00,C17,7440345427,eng,Center-left,indianexpress.com,ChatGPT,,,,,,,,,,,,,,,,,,,,,Hindu,,
134,/Event/7440345427/7440451821/7442472505,7442472505,AS,SG,C18,2023-03-10T15:40:00,2023-03-12T03:12:00,C2,7440345427,eng,Center-right,straitstimes.com,ChatGPT,,,,,,,,,,,,,,,,,,,,,Buddhist,,ASEAN
135,/Event/7440345427/7440451821/7442470865,7442470865,,,,2023-03-10T15:40:00,2023-03-12T03:13:00,,7440345427,eng,,msn.com,,,,,,,,,,,,,,,,,,,,,,,,
136,/Event/7440345427/7440451821/7442470865/7442660172,7442660172,,USA,C4,2023-03-12T03:13:00,2023-03-12T07:14:00,C2,7440345427,eng,,roanoke.com,,,,,,,,,,,,,,,,,,,,Eng,NATO,Christian,,NAFTA
137,/Event/7440345427/7440451821/7442470865/7443260326,7443260326,,,,2023-03-12T03:13:00,2023-03-12T16:28:00,,7440345427,eng,,journalstar.com,,,,,,,,,,,,,,,,,,,,,,,,
138,/Event/7440345427/7440451821/7442510751,7442510751,,,,2023-03-10T15:40:00,2023-03-12T04:09:00,,7440345427,eng,,chinadailyhk.com,,,,,,,,,,,,,,,,,,,,,,,,
139,/Event/7440345427/7440451821/7442521202,7442521202,,,,2023-03-10T15:40:00,2023-03-12T04:21:00,,7440345427,eng,,streetinsider.com,,,,,,,,,,,,,,,,,,,,,,,,
140,/Event/7440345427/7440451821/7442527935,7442527935,,USA,C4,2023-03-10T15:40:00,2023-03-12T04:31:00,C2,7440345427,eng,,finance.yahoo.com,,,,,,,,,,,,,,,,,,,,Eng,NATO,Christian,,NAFTA
141,/Event/7440345427/7440451821/7442527935/7442608023,7442608023,,,,2023-03-12T04:31:00,2023-03-12T06:13:00,,7440345427,eng,,focustechnica.com,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,,,,
142,/Event/7440345427/7440451821/7442532680,7442532680,AS,IN,C18,2023-03-10T15:40:00,2023-03-12T04:39:00,C17,7440345427,eng,,hindustantimes.com,,,,,,,,,,,,,,,,,,,,,,Hindu,,
143,/Event/7440345427/7440451821/7442574348,7442574348,,,,2023-03-10T15:40:00,2023-03-12T05:32:00,,7440345427,eng,,english.news.cn,,,,,,,,,,,,,,,,,,,,,,,,
144,/Event/7440345427/7440451821/7442574441,7442574441,,USA,C4,2023-03-10T15:40:00,2023-03-12T05:32:00,C2,7440345427,eng,,eagletribune.com,,,,,,,,,,,,,,,,,,,,Eng,NATO,Christian,,NAFTA
145,/Event/7440345427/7440451821/7442703616,7442703616,,,,2023-03-10T15:40:00,2023-03-12T07:53:00,,7440345427,eng,,spaceflightinsider.com,,,,,,,,,,,,,,,,,,,,,,,,
146,/Event/7440345427/7440451821/7442770011,7442770011,EU,UK,C4,2023-03-10T15:40:00,2023-03-12T08:56:00,C2,7440345427,eng,,dorsetecho.co.uk,,,,,,,,,,,,,,,,,,,,Eng,NATO,Christian,,
147,/Event/7440345427/7440451821/7442796854,7442796854,,,,2023-03-10T15:40:00,2023-03-12T09:20:00,,7440345427,eng,,en.haberler.com,,,,,,,,,,,,,,,,,,,,,,,,
148,/Event/7440345427/7440451821/7442852995,7442852995,,USA,C4,2023-03-10T15:40:00,2023-03-12T10:12:00,C2,7440345427,eng,,brevardtimes.com,,,,,,,,,,,,,,,,,,,,Eng,NATO,Christian,,NAFTA
149,/Event/7440345427/7440451821/7442964956,7442964956,AS,PK,C20,2023-03-10T15:40:00,2023-03-12T11:55:00,C5,7440345427,eng,,thefrontierpost.com,,,,,,,,,,,,,,,,,,,,,,Muslim,,
150,/Event/7440345427/7440451821/7443042067,7443042067,AS,IN,C18,2023-03-10T15:40:00,2023-03-12T13:06:00,C17,7440345427,eng,,financialexpress.com,,,,,,,,,,,,,,,,,,,,,,Hindu,,
151,/Event/7440345427/7440451821/7443113139,7443113139,,,,2023-03-10T15:40:00,2023-03-12T14:10:00,,7440345427,eng,,conservativeangle.com,,,,,,,,,,,,,,,,,,,,,,,,
152,/Event/7440345427/7440451821/7443119262,7443119262,AS,LK,C17,2023-03-10T15:40:00,2023-03-12T14:14:00,C18,7440345427,eng,Center,newsfirst.lk,ChatGPT,,,,,,,,,,,,,,,,,,,,,Buddhist,,
153,/Event/7440345427/7440451821/7443154935,7443154935,,,,2023-03-10T15:40:00,2023-03-12T14:48:00,,7440345427,eng,,techtimes.com,,,,,,,,,,,,,,,,,,,,,,,,
154,/Event/7440345427/7440451821/7443225146,7443225146,,,,2023-03-10T15:40:00,2023-03-12T15:55:00,,7440345427,eng,,matzav.com,,,,,,,,,,,,,,,,,,,,,,,,
155,/Event/7440345427/7440451821/7443332768,7443332768,,,,2023-03-10T15:40:00,2023-03-12T17:37:00,,7440345427,eng,,fox35orlando.com,,,,,,,,,,,,,,,,,,,,,,,,
156,/Event/7440345427/7440451821/7443494335,7443494335,,,,2023-03-10T15:40:00,2023-03-12T20:34:00,,7440345427,eng,,scitechdaily.com,,,,,,,,,,,,,,,,,,,,,,,,
157,/Event/7440345427/7440451821/7443641393,7443641393,,,,2023-03-10T15:40:00,2023-03-12T23:44:00,,7440345427,eng,,poderygloria.net,,,,,,,,,,,,,,,,,,,,,,,,
158,/Event/7440345427/7440451821/7443879082,7443879082,,,,2023-03-10T15:40:00,2023-03-13T04:20:00,,7440345427,eng,,brudirect.com,,,,,,,,,,,,,,,,,,,,,,,,
159,/Event/7440345427/7440451821/7444551305,7444551305,,USA,C4,2023-03-10T15:40:00,2023-03-13T12:21:00,C2,7440345427,eng,,aviationweek.com,,,,,,,,,,,,,,,,,,,,Eng,NATO,Christian,,NAFTA
160,/Event/7440345427/7440451821/7444605431,7444605431,,,,2023-03-10T15:40:00,2023-03-13T12:54:00,,7440345427,eng,,me.mashable.com,,,,,,,,,,,,,,,,,,,,,,,,
161,/Event/7440345427/7440451821/7445911911,7445911911,AS,CN,C18,2023-03-10T15:40:00,2023-03-14T07:52:00,C9,7440345427,eng,,news.cgtn.com,,,,,,,,,,,,,,,,,,,,,,Irreligion,,
162,/Event/7440443439,7440443439,,,,2023-03-10T15:34:00,2023-03-10T15:34:00,,0,eng,,spaceexplored.com,,,,,,,,,,,,,,,,,,,,,,,,
163,/Event/7440443439/7442523465,7442523465,,,,2023-03-10T15:34:00,2023-03-12T04:25:00,,7440443439,eng,,redorbit.com,,,,,,,,,,,,,,,,,,,,,,,,
164,/Event/7441425430,7441425430,,,,2023-03-11T08:09:00,2023-03-11T08:09:00,,0,eng,,tass.com,,,,,,,,,,,,,,,,,,,,,,,,
165,/Event/7441425430/7441467165,7441467165,,,,2023-03-11T08:09:00,2023-03-11T08:49:00,,7441425430,eng,,urdupoint.com,,,,,,,,,,,,,,,,,,,,,,,,
166,/Event/7441425430/7441533031,7441533031,,,,2023-03-11T08:09:00,2023-03-11T09:48:00,,7441425430,eng,,scitechdaily.com,,,,,,,,,,,,,,,,,,,,,,,,
