,path,name,continent,country,culture,dateFrom,dateTo,economic,group,lang,polalign,source,url,economicblocs,linguisticblocs,militarydefenseblocs,religions,EconomicQuality,Education,EnterpriseConditions,Governance,Health,Individualism,Indulgence,InvestmentEnvironment,LivingConditions,LongTermOrientation,MarketAccessandInfrastructure,Masculinity,NaturalEnvironment,PersonalFreedom,PowerDistance,SafetyandSecurity,SocialCapital,UncertaintyAvoidance
124,/Event/7373367503/7378916787,7378916787,,,,2023-01-29T12:45:00,2023-02-01T16:23:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
125,/Event/7373367503/7378929538,7378929538,,,,2023-01-29T12:45:00,2023-02-01T16:31:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
126,/Event/7374951144,7374951144,,,,2023-01-30T13:19:00,2023-01-30T13:19:00,,0,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
127,/Event/7374951175,7374951175,,,,2023-01-30T13:19:00,2023-01-30T13:19:00,,0,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
128,/Event/7374951175/7376965281,7376965281,,,,2023-01-30T13:19:00,2023-01-31T15:24:00,,7374951175,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
129,/Event/7374979810,7374979810,,,,2023-01-30T13:35:00,2023-01-30T13:35:00,,0,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
130,/Event/7374979810/7376702049,7376702049,,,,2023-01-30T13:35:00,2023-01-31T12:49:00,,7374979810,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
131,/Event/7374997884,7374997884,,,,2023-01-30T13:46:00,2023-01-30T13:46:00,,0,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
132,/Event/7375017762,7375017762,,,,2023-01-30T13:58:00,2023-01-30T13:58:00,,0,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
133,/Event/7375017762/7375168184,7375168184,,USA,C4,2023-01-30T13:58:00,2023-01-30T15:35:00,C2,7375017762,eng,,finance.yahoo.com,,NAFTA,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,
134,/Event/7375031977,7375031977,,,,2023-01-30T14:03:00,2023-01-30T14:03:00,,0,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
135,/Event/7378432673,7378432673,,,,2023-02-01T11:32:00,2023-02-01T11:32:00,,0,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
136,/Event/7378432673/7378432575,7378432575,,,,2023-02-01T11:32:00,2023-02-01T11:33:00,,7378432673,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
