,path,name,continent,country,culture,dateFrom,dateTo,economic,group,lang,polalign,source,url,linguisticblocs,politicalregionalblocs,religions,EconomicQuality,Education,EnterpriseConditions,Governance,Health,Individualism,Indulgence,InvestmentEnvironment,LivingConditions,LongTermOrientation,MarketAccessandInfrastructure,Masculinity,NaturalEnvironment,PersonalFreedom,PowerDistance,SafetyandSecurity,SocialCapital,UncertaintyAvoidance,economicblocs,militarydefenseblocs
86,/Event/324024451/324043113/324417698,324417698,,USA,C4,2015-10-20T10:47:00,2015-10-21T06:48:00,C2,324024451,eng,,reliefweb.int,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
87,/Event/324024451/324043113/324432795,324432795,,,,2015-10-20T10:47:00,2015-10-21T07:37:00,,324024451,eng,,refworld.org,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
88,/Event/324024451/324043113/324414081,324414081,EU,UK,C4,2015-10-20T10:47:00,2015-10-21T07:38:00,C2,324024451,eng,Center-left,dailymail.co.uk,ChatGPT,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,NATO
89,/Event/324024451/324043113/324467181,324467181,,USA,C4,2015-10-20T10:47:00,2015-10-21T07:39:00,C2,324024451,eng,,tulsaworld.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
90,/Event/324024451/324043113/324467181/324562475,324562475,SA,BR,C14,2015-10-21T07:39:00,2015-10-21T13:55:00,C19,324024451,por,,folhavitoria.com.br,,Por,,Christian,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,SATB,
91,/Event/324024451/324043113/324467181/324562475/324573432,324573432,,,,2015-10-21T13:55:00,2015-10-21T14:54:00,,324024451,por,,ultimoinstante.com.br,,,,,8.0,91.0,120.0,86.0,83.0,38.0,59.0,77.0,57.0,44.0,87.0,49.0,18.0,67.0,69.0,119.0,35.0,76.0,,
92,/Event/324024451/324043113/324467181/324916163,324916163,,,,2015-10-21T07:39:00,2015-10-22T10:06:00,,324024451,eng,,sta.si,,,,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,
93,/Event/324024451/324043113/324431429,324431429,AS,AM,C16,2015-10-20T10:47:00,2015-10-21T07:42:00,C4,324024451,eng,,armenpress.am,,,CIS,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,CSTO
94,/Event/324024451/324043113/324496160,324496160,,USA,C4,2015-10-20T10:47:00,2015-10-21T08:16:00,C2,324024451,eng,Center-left,nytimes.com,ChatGPT,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
95,/Event/324024451/324043113/324496160/324443432,324443432,EU,IE,C4,2015-10-21T08:16:00,2015-10-21T08:56:00,C2,324024451,eng,,belfasttelegraph.co.uk,,Eng,,Christian,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,EU,
96,/Event/324024451/324043113/324437091,324437091,EU,CY,,2015-10-20T10:47:00,2015-10-21T08:29:00,C4,324024451,eng,,cyprus-mail.com,,,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,EU,
97,/Event/324024451/324043113/324433684,324433684,,,,2015-10-20T10:47:00,2015-10-21T08:38:00,,324024451,eng,,euobserver.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
98,/Event/324024451/324043113/324450604,324450604,,,,2015-10-20T10:47:00,2015-10-21T09:29:00,,324024451,por,,noticias.uol.com.br,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
99,/Event/324024451/324043113/324469577,324469577,,,,2015-10-20T10:47:00,2015-10-21T09:33:00,,324024451,por,,noticias.r7.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
100,/Event/324024451/324043113/324452754,324452754,AF,ZA,C4,2015-10-20T10:47:00,2015-10-21T09:35:00,C17,324024451,eng,,iol.co.za,,,AU,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,AfCFTA,
101,/Event/324024451/324043113/324499368,324499368,,,,2015-10-20T10:47:00,2015-10-21T09:52:00,,324024451,eng,,amnesty.org,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
102,/Event/324024451/324043113/324477006,324477006,,USA,C4,2015-10-20T10:47:00,2015-10-21T10:08:00,C2,324024451,eng,Center-left,foxnews.com,ChatGPT,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
103,/Event/324024451/324043113/324471388,324471388,,,,2015-10-20T10:47:00,2015-10-21T10:08:00,,324024451,eng,,wral.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
104,/Event/324024451/324043113/324471959,324471959,,USA,C4,2015-10-20T10:47:00,2015-10-21T10:08:00,C2,324024451,eng,,usnews.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
105,/Event/324024451/324043113/324474047,324474047,,USA,C4,2015-10-20T10:47:00,2015-10-21T10:20:00,C2,324024451,eng,,channelnewsasia.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
106,/Event/324024451/324043113/324470089,324470089,AS,RU,C16,2015-10-20T10:47:00,2015-10-21T10:25:00,C12,324024451,eng,State-controlled,rt.com,ChatGPT,,CIS,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,CSTO
107,/Event/324024451/324043113/324522933,324522933,,,,2015-10-20T10:47:00,2015-10-21T10:41:00,,324024451,eng,,news.yahoo.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
108,/Event/324024451/324043113/324477826,324477826,EU,UA,C16,2015-10-20T10:47:00,2015-10-21T10:46:00,C15,324024451,eng,,unian.info,,,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
109,/Event/324024451/324043113/324479481,324479481,,USA,C4,2015-10-20T10:47:00,2015-10-21T10:50:00,C2,324024451,eng,,cna.org.cy,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
110,/Event/324024451/324043113/325032900,325032900,,,,2015-10-20T10:47:00,2015-10-21T11:16:00,,324024451,por,,diariodigital.sapo.pt,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
111,/Event/324024451/324043113/324501085,324501085,,,,2015-10-20T10:47:00,2015-10-21T11:36:00,,324024451,eng,,in.news.yahoo.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
112,/Event/324024451/324043113/324505808,324505808,AF,ZA,C4,2015-10-20T10:47:00,2015-10-21T11:45:00,C17,324024451,eng,,ewn.co.za,,,AU,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,AfCFTA,
113,/Event/324024451/324043113/324500764,324500764,,USA,C4,2015-10-20T10:47:00,2015-10-21T11:47:00,C2,324024451,eng,Center-left,cbsnews.com,ChatGPT,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
114,/Event/324024451/324043113/324522110,324522110,AS,QA,C19,2015-10-20T10:47:00,2015-10-21T11:56:00,C9,324024451,eng,pro-Qatari-government-Arab-nationalist,aljazeera.com,ChatGPT,Ara,AL,Muslim,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
115,/Event/324024451/324043113/324514150,324514150,SA,BR,C14,2015-10-20T10:47:00,2015-10-21T12:25:00,C19,324024451,por,,folhavitoria.com.br,,Por,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,SATB,
116,/Event/324024451/324043113/324516226,324516226,,,,2015-10-20T10:47:00,2015-10-21T12:30:00,,324024451,eng,,radionz.co.nz,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
117,/Event/324024451/324043113/324530422,324530422,,,,2015-10-20T10:47:00,2015-10-21T12:41:00,,324024451,por,,jconline.ne10.uol.com.br,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
118,/Event/324024451/324043113/324526819,324526819,,USA,C4,2015-10-20T10:47:00,2015-10-21T12:44:00,C2,324024451,eng,,voanews.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
119,/Event/324024451/324043113/324525610,324525610,SA,BR,C14,2015-10-20T10:47:00,2015-10-21T12:49:00,C19,324024451,por,,oglobo.globo.com,,Por,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,SATB,
120,/Event/324024451/324043113/324550707,324550707,,,,2015-10-20T10:47:00,2015-10-21T13:34:00,,324024451,eng,,breakingnews.ie,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
121,/Event/324024451/324043113/324568631,324568631,,,,2015-10-20T10:47:00,2015-10-21T14:00:00,,324024451,eng,,newsok.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
122,/Event/324024451/324043113/324575978,324575978,,CA,C4,2015-10-20T10:47:00,2015-10-21T14:19:00,C2,324024451,eng,Center-right,theglobeandmail.com,ChatGPT,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
123,/Event/324024451/324043113/324577700,324577700,EU,FR,C14,2015-10-20T10:47:00,2015-10-21T14:43:00,C2,324024451,eng,,euronews.com,,Fre,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,EU,NATO
124,/Event/324024451/324043113/324573103,324573103,,,,2015-10-20T10:47:00,2015-10-21T14:53:00,,324024451,por,,diariodepernambuco.com.br,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
125,/Event/324024451/324043113/324596104,324596104,AS,OM,,2015-10-20T10:47:00,2015-10-21T15:36:00,C9,324024451,eng,,timesofoman.com,,Ara,AL,Muslim,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
126,/Event/324024451/324043113/324595942,324595942,,,,2015-10-20T10:47:00,2015-10-21T15:41:00,,324024451,eng,,eleconomista.es,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
127,/Event/324024451/324043113/324612812,324612812,AS,IR,C20,2015-10-20T10:47:00,2015-10-21T16:35:00,C5,324024451,eng,,iran-daily.com,,,,Muslim,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
128,/Event/324024451/324043113/324616625,324616625,,,,2015-10-20T10:47:00,2015-10-21T16:36:00,,324024451,por,,sapo.pt,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
129,/Event/324024451/324043113/324626686,324626686,AS,TW,C16,2015-10-20T10:47:00,2015-10-21T17:08:00,C2,324024451,eng,,taipeitimes.com,,,,Folk religion,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
130,/Event/324024451/324043113/324640802,324640802,,CA,C4,2015-10-20T10:47:00,2015-10-21T17:34:00,C2,324024451,eng,Liberal,thestar.com,ChatGPT,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
131,/Event/324024451/324043113/324643713,324643713,,,,2015-10-20T10:47:00,2015-10-21T17:59:00,,324024451,por,,noticias.uol.com.br,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
132,/Event/324024451/324043113/324646890,324646890,,,,2015-10-20T10:47:00,2015-10-21T18:08:00,,324024451,eng,,bdnews24.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
133,/Event/324024451/324043113/324665719,324665719,,,,2015-10-20T10:47:00,2015-10-21T18:09:00,,324024451,por,,br.noticias.yahoo.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
134,/Event/324024451/324043113/324678108,324678108,EU,PT,C13,2015-10-20T10:47:00,2015-10-21T18:18:00,C2,324024451,por,Center-left,publico.pt,ChatGPT,Por,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,EU,NATO
135,/Event/324024451/324043113/324671112,324671112,AS,IN,C18,2015-10-20T10:47:00,2015-10-21T19:17:00,C17,324024451,eng,,firstpost.com,,,,Hindu,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
136,/Event/324024451/324043113/324795658,324795658,,USA,C4,2015-10-20T10:47:00,2015-10-21T19:46:00,C2,324024451,eng,,npr.org,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
137,/Event/324024451/324043113/324702939,324702939,,USA,C4,2015-10-20T10:47:00,2015-10-21T20:45:00,C2,324024451,eng,,beaumontenterprise.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
138,/Event/324024451/324043113/324720008,324720008,,,,2015-10-20T10:47:00,2015-10-21T21:20:00,,324024451,eng,,aspenpublicradio.org,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
139,/Event/324024451/324043113/324721870,324721870,,CA,C4,2015-10-20T10:47:00,2015-10-21T21:24:00,C2,324024451,eng,Center,ctvnews.ca,ChatGPT,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
140,/Event/324024451/324043113/324718984,324718984,,,,2015-10-20T10:47:00,2015-10-21T21:50:00,,324024451,eng,,boisestatepublicradio.org,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
141,/Event/324024451/324043113/324733240,324733240,,USA,C4,2015-10-20T10:47:00,2015-10-21T22:06:00,C2,324024451,eng,Center-left,washingtonpost.com,ChatGPT,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
142,/Event/324024451/324043113/324727699,324727699,,,,2015-10-20T10:47:00,2015-10-21T22:17:00,,324024451,eng,,news.stlpublicradio.org,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
143,/Event/324024451/324043113/324734697,324734697,,,,2015-10-20T10:47:00,2015-10-21T22:40:00,,324024451,eng,,kunr.org,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
144,/Event/324024451/324043113/324750920,324750920,,USA,C4,2015-10-20T10:47:00,2015-10-21T22:52:00,C2,324024451,eng,,theepochtimes.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
145,/Event/324024451/324043113/324741289,324741289,,USA,C4,2015-10-20T10:47:00,2015-10-21T23:06:00,C2,324024451,eng,,spokesman.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
146,/Event/324024451/324043113/324771070,324771070,,USA,C4,2015-10-20T10:47:00,2015-10-22T01:10:00,C2,324024451,eng,,triblive.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
147,/Event/324024451/324043113/324778238,324778238,AS,BN,,2015-10-20T10:47:00,2015-10-22T01:21:00,,324024451,eng,,rtbnews.rtb.gov.bn,,,,Muslim,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
148,/Event/324024451/324043113/324776658,324776658,,CA,C4,2015-10-20T10:47:00,2015-10-22T01:25:00,C2,324024451,eng,,globalnews.ca,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
149,/Event/324024451/324043113/324788043,324788043,AS,PK,C20,2015-10-20T10:47:00,2015-10-22T02:04:00,C5,324024451,eng,,dailytimes.com.pk,,,,Muslim,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
150,/Event/324024451/324043113/324844919,324844919,,,,2015-10-20T10:47:00,2015-10-22T02:15:00,,324024451,eng,,dispatch.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
151,/Event/324024451/324043113/324797473,324797473,AS,JP,C1,2015-10-20T10:47:00,2015-10-22T03:10:00,C3,324024451,eng,Center,japantimes.co.jp,ChatGPT,,,Irreligion,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
152,/Event/324024451/324043113/324797531,324797531,,,,2015-10-20T10:47:00,2015-10-22T03:10:00,,324024451,eng,,trust.org,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
153,/Event/324024451/324043113/324844911,324844911,EU,UK,C4,2015-10-20T10:47:00,2015-10-22T03:55:00,C2,324024451,eng,,reuters.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,NATO
154,/Event/324024451/324043113/324913820,324913820,,USA,C4,2015-10-20T10:47:00,2015-10-22T06:55:00,C2,324024451,eng,,arkansasonline.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
155,/Event/324024451/324043113/324874048,324874048,EU,PT,C13,2015-10-20T10:47:00,2015-10-22T07:54:00,C2,324024451,por,Center-left,publico.pt,ChatGPT,Por,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,EU,NATO
156,/Event/324024451/324043113/324894569,324894569,EU,DE,C5,2015-10-20T10:47:00,2015-10-22T08:59:00,C2,324024451,eng,,dw.com,,Ger,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,EU,NATO
157,/Event/324024451/324043113/324907773,324907773,AS,IR,C20,2015-10-20T10:47:00,2015-10-22T09:33:00,C5,324024451,eng,,iran-daily.com,,,,Muslim,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
158,/Event/324024451/324043113/324912896,324912896,,,,2015-10-20T10:47:00,2015-10-22T09:44:00,,324024451,por,,noticias.r7.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
159,/Event/324024451/324043113/324912667,324912667,,,,2015-10-20T10:47:00,2015-10-22T09:44:00,,324024451,por,,noticias.r7.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
160,/Event/324024451/324043113/324946117,324946117,EU,DE,C5,2015-10-20T10:47:00,2015-10-22T10:58:00,C2,324024451,por,,dw.com,,Ger,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,EU,NATO
161,/Event/324024451/324043113/324933598,324933598,,,,2015-10-20T10:47:00,2015-10-22T11:00:00,,324024451,por,,publico.uol.com.br,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
162,/Event/324024451/324043113/324949262,324949262,,,,2015-10-20T10:47:00,2015-10-22T11:28:00,,324024451,eng,,in.news.yahoo.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
163,/Event/324024451/324043113/324962134,324962134,,USA,C4,2015-10-20T10:47:00,2015-10-22T12:18:00,C2,324024451,eng,,ibtimes.co.uk,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
164,/Event/324024451/324043113/324972981,324972981,,USA,C4,2015-10-20T10:47:00,2015-10-22T12:20:00,C2,324024451,eng,,channelnewsasia.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
165,/Event/324024451/324043113/324964673,324964673,EU,UK,C4,2015-10-20T10:47:00,2015-10-22T12:24:00,C2,324024451,eng,Center-left,dailymail.co.uk,ChatGPT,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,NATO
166,/Event/324024451/324043113/324971450,324971450,,,,2015-10-20T10:47:00,2015-10-22T12:43:00,,324024451,eng,,news.yahoo.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
167,/Event/324024451/324043113/324975577,324975577,EU,FR,C14,2015-10-20T10:47:00,2015-10-22T12:53:00,C2,324024451,eng,,euronews.com,,Fre,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,EU,NATO
168,/Event/324024451/324043113/325068231,325068231,,,,2015-10-20T10:47:00,2015-10-22T15:59:00,,324024451,por,,folhape.com.br,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
169,/Event/324024451/324043113/325085651,325085651,SA,BR,C14,2015-10-20T10:47:00,2015-10-22T16:50:00,C19,324024451,por,,exame.abril.com.br,,Por,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,SATB,
170,/Event/324024451/324043113/325425762,325425762,,,,2015-10-20T10:47:00,2015-10-23T13:17:00,,324024451,eng,,sputniknews.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
171,/Event/324024451/324043113/325775468,325775468,,,,2015-10-20T10:47:00,2015-10-24T12:26:00,,324024451,por,,noticias.r7.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
