,path,name,con_name,country,culture,dateFrom,dateTo,economic,group,lang,polalign,source,url,economicblocs,linguisticblocs,militarydefenseblocs,religions,continent,politicalregionalblocs,EconomicQuality,Education,EnterpriseConditions,Governance,Health,Individualism,Indulgence,InvestmentEnvironment,LivingConditions,LongTermOrientation,MarketAccessandInfrastructure,Masculinity,NaturalEnvironment,PersonalFreedom,PowerDistance,SafetyandSecurity,SocialCapital,UncertaintyAvoidance
127,/Event/7432248591/7436328154,7436328154,,,,2023-03-05T23:04:00,2023-03-08T10:30:00,,7432248591,eng,,globalsecurity.org,,,,,,,,,,,,,,,,,,,,,,,,,
128,/Event/7432248591/7436443116,7436443116,,PK,C20,2023-03-05T23:04:00,2023-03-08T11:39:00,C5,7432248591,eng,Center,dawn.com,ChatGPT,,,,Muslim,AS,,,,,,,,,,,,,,,,,,,
129,/Event/7432248591/7436596460,7436596460,,,,2023-03-05T23:04:00,2023-03-08T13:14:00,,7432248591,eng,,ina.iq,,,,,,,,,,,,,,,,,,,,,,,,,
130,/Event/7432248591/7436682499,7436682499,,EG,C19,2023-03-05T23:04:00,2023-03-08T14:09:00,C5,7432248591,eng,,egyptindependent.com,,AfCFTA,Ara,,Muslim,AF,AU,,,,,,,,,,,,,,,,,,
131,/Event/7432248591/7436995733,7436995733,,,,2023-03-05T23:04:00,2023-03-08T17:39:00,,7432248591,eng,,defense.gov,,,,,,,,,,,,,,,,,,,,,,,,,
132,/Event/7432248591/7437010461,7437010461,,,,2023-03-05T23:04:00,2023-03-08T17:51:00,,7432248591,eng,,eurasiareview.com,,,,,,,,,,,,,,,,,,,,,,,,,
133,/Event/7432248591/7437320819,7437320819,,,,2023-03-05T23:04:00,2023-03-08T22:23:00,,7432248591,eng,,therussophile.org,,,,,,,,,,,,,,,,,,,,,,,,,
134,/Event/7432248591/7437649557,7437649557,,,,2023-03-05T23:04:00,2023-03-09T04:36:00,,7432248591,eng,,heritage.org,,,,,,,,,,,,,,,,,,,,,,,,,
135,/Event/7432248591/7437649558,7437649558,,,,2023-03-05T23:04:00,2023-03-09T04:36:00,,7432248591,eng,,heritage.org,,,,,,,,,,,,,,,,,,,,,,,,,
136,/Event/7432248591/7438081849,7438081849,,,,2023-03-05T23:04:00,2023-03-09T10:03:00,,7432248591,eng,,sipri.org,,,,,,,,,,,,,,,,,,,,,,,,,
137,/Event/7432248591/7438433102,7438433102,,,,2023-03-05T23:04:00,2023-03-09T13:35:00,,7432248591,eng,,heritage.org,,,,,,,,,,,,,,,,,,,,,,,,,
138,/Event/7432411723,7432411723,United-Arab-Emirates,AE,C19,2023-03-06T03:06:00,2023-03-06T03:06:00,C9,0,eng,Pro-government,thenationalnews.com,https:en.wikipedia.orgwikiThe_National_(Abu_Dhabi),?,Ara,?,Muslim,AS,AL,26.0,42.0,22.0,38.0,33.0,36.0,22.0,32.0,47.0,22.0,22.0,52.0,119.0,146.0,74.0,50.0,78.0,66.0
139,/Event/7434296344,7434296344,Saudi-Arabia,SA,C15,2023-03-07T07:21:00,2023-03-07T07:21:00,C9,0,eng,,english.alarabiya.net,,,Ara,,Muslim,AS,AL,55.0,64.0,43.0,82.0,56.0,48.0,14.0,56.0,75.0,27.0,54.0,43.0,138.0,163.0,72.0,98.0,105.0,64.0
140,/Event/7434296344/7434309559,7434309559,Saudi-Arabia,,,2023-03-07T07:21:00,2023-03-07T07:34:00,,7434296344,eng,,ca.sports.yahoo.com,,,,,,,,55.0,64.0,43.0,82.0,56.0,48.0,14.0,56.0,75.0,27.0,54.0,43.0,138.0,163.0,72.0,98.0,105.0,64.0
141,/Event/7434296344/7434322237,7434322237,Saudi-Arabia,AE,C19,2023-03-07T07:21:00,2023-03-07T07:42:00,C9,7434296344,eng,Pro-government,thenationalnews.com,https:en.wikipedia.orgwikiThe_National_(Abu_Dhabi),?,Ara,?,Muslim,AS,AL,55.0,64.0,43.0,82.0,56.0,48.0,14.0,56.0,75.0,27.0,54.0,43.0,138.0,163.0,72.0,98.0,105.0,64.0
142,/Event/7434417797,7434417797,,,,2023-03-07T08:54:00,2023-03-07T08:54:00,,0,eng,,spacewar.com,,,,,,,,,,,,,,,,,,,,,,,,,
143,/Event/7434523812,7434523812,,,,2023-03-07T10:08:00,2023-03-07T10:08:00,,0,eng,,newarab.com,,,,,,,,,,,,,,,,,,,,,,,,,
