,path,name,continent,country,culture,dateFrom,dateTo,economic,group,lang,polalign,source,url,linguisticblocs,militarydefenseblocs,religions,EconomicQuality,Education,EnterpriseConditions,Governance,Health,Individualism,Indulgence,InvestmentEnvironment,LivingConditions,LongTermOrientation,MarketAccessandInfrastructure,Masculinity,NaturalEnvironment,PersonalFreedom,PowerDistance,SafetyandSecurity,SocialCapital,UncertaintyAvoidance,politicalregionalblocs,economicblocs
86,/Event/7440884593/7440974027/7443722242,7443722242,AS,SG,C18,2023-03-10T23:04:00,2023-03-13T01:20:00,C2,7440884593,eng,Center-right,straitstimes.com,ChatGPT,,,Buddhist,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,ASEAN
87,/Event/7440884593/7440974027/7444027074,7444027074,,USA,C4,2023-03-10T23:04:00,2023-03-13T06:38:00,C2,7440884593,eng,,voanews.com,,Eng,NATO,Christian,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,NAFTA
88,/Event/7440884593/7440974027/7444035131,7444035131,,,,2023-03-10T23:04:00,2023-03-13T06:44:00,,7440884593,eng,,devdiscourse.com,,,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,
89,/Event/7440884593/7440974027/7444242180,7444242180,,,,2023-03-10T23:04:00,2023-03-13T09:11:00,,7440884593,eng,,zwnews.com,,,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,
90,/Event/7440884593/7440974027/7444268305,7444268305,AS,CN,C18,2023-03-10T23:04:00,2023-03-13T09:28:00,C9,7440884593,eng,,english.sina.com,,,,Irreligion,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,
91,/Event/7440884593/7440974027/7444304403,7444304403,,,,2023-03-10T23:04:00,2023-03-13T09:51:00,,7440884593,eng,,nationalpost.com,,,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,
92,/Event/7440884593/7440974027/7444406260,7444406260,,USA,C4,2023-03-10T23:04:00,2023-03-13T10:54:00,C2,7440884593,eng,,arkansasonline.com,,Eng,NATO,Christian,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,NAFTA
93,/Event/7440884593/7440974027/7444654063,7444654063,,USA,C4,2023-03-10T23:04:00,2023-03-13T13:23:00,C2,7440884593,eng,,mynorthwest.com,,Eng,NATO,Christian,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,NAFTA
94,/Event/7440884593/7440974027/7444662929,7444662929,,USA,C4,2023-03-10T23:04:00,2023-03-13T13:29:00,C2,7440884593,eng,,ctpost.com,,Eng,NATO,Christian,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,NAFTA
95,/Event/7440884593/7440974027/7444728356,7444728356,,,,2023-03-10T23:04:00,2023-03-13T14:09:00,,7440884593,eng,,daily-sun.com,,,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,
96,/Event/7440884593/7440974027/7444806871,7444806871,,USA,C4,2023-03-10T23:04:00,2023-03-13T14:59:00,C2,7440884593,eng,Center-left,foxnews.com,ChatGPT,Eng,NATO,Christian,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,NAFTA
97,/Event/7440884593/7440974027/7444877033,7444877033,,,,2023-03-10T23:04:00,2023-03-13T15:45:00,,7440884593,eng,,msn.com,,,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,
98,/Event/7440884593/7440974027/7444889117,7444889117,,,,2023-03-10T23:04:00,2023-03-13T15:51:00,,7440884593,eng,,waterdiplomat.org,,,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,
99,/Event/7440884593/7440974027/7444928981,7444928981,AS,IN,C18,2023-03-10T23:04:00,2023-03-13T16:17:00,C17,7440884593,eng,,deccanherald.com,,,,Hindu,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,
100,/Event/7440884593/7440974027/7444968388,7444968388,,,,2023-03-10T23:04:00,2023-03-13T16:44:00,,7440884593,eng,,zitamar.com,,,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,
101,/Event/7440884593/7440974027/7445000929,7445000929,,,,2023-03-10T23:04:00,2023-03-13T17:07:00,,7440884593,eng,,en.haberler.com,,,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,
102,/Event/7440884593/7440974027/7445117921,7445117921,,,,2023-03-10T23:04:00,2023-03-13T18:37:00,,7440884593,eng,,en.haberler.com,,,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,
103,/Event/7440884593/7440974027/7445163101,7445163101,,USA,C4,2023-03-10T23:04:00,2023-03-13T19:14:00,C2,7440884593,eng,,pbs.org,,Eng,NATO,Christian,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,NAFTA
104,/Event/7440884593/7440974027/7445163101/7445308960,7445308960,,,,2023-03-13T19:14:00,2023-03-13T21:25:00,,7440884593,eng,,urdupoint.com,,,,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,
105,/Event/7440884593/7440974027/7445187499,7445187499,,,,2023-03-10T23:04:00,2023-03-13T19:37:00,,7440884593,eng,,msn.com,,,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,
106,/Event/7440884593/7440974027/7445195040,7445195040,AF,NG,C12,2023-03-10T23:04:00,2023-03-13T19:42:00,C5,7440884593,eng,,nairaland.com,,,,Muslim,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AU,AfCFTA
107,/Event/7440884593/7440974027/7445773412,7445773412,,,,2023-03-10T23:04:00,2023-03-14T06:08:00,,7440884593,eng,,bdnews24.com,,,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,
108,/Event/7440884593/7440974027/7446108888,7446108888,,,,2023-03-10T23:04:00,2023-03-14T09:58:00,,7440884593,eng,,kenyandigest.com,,,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,
109,/Event/7440884593/7440974027/7446187922,7446187922,AF,ZA,C4,2023-03-10T23:04:00,2023-03-14T10:44:00,C17,7440884593,eng,,news24.com,,,,Christian,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AU,AfCFTA
110,/Event/7440884593/7440974027/7446208653,7446208653,,,,2023-03-10T23:04:00,2023-03-14T10:57:00,,7440884593,eng,,internewscast.com,,,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,
111,/Event/7440884593/7440974027/7446633806,7446633806,,,,2023-03-10T23:04:00,2023-03-14T15:11:00,,7440884593,eng,,federalnewsnetwork.com,,,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,
112,/Event/7440884593/7440974027/7446638548,7446638548,,USA,C4,2023-03-10T23:04:00,2023-03-14T15:15:00,C2,7440884593,eng,,seattlepi.com,,Eng,NATO,Christian,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,NAFTA
113,/Event/7440884593/7440974027/7446635909,7446635909,EU,UK,C4,2023-03-10T23:04:00,2023-03-14T15:18:00,C2,7440884593,eng,Center-left,dailymail.co.uk,ChatGPT,Eng,NATO,Christian,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,
114,/Event/7440884593/7440974027/7446645595,7446645595,,,,2023-03-10T23:04:00,2023-03-14T15:19:00,,7440884593,eng,,houstonchronicle.com,,,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,
115,/Event/7440884593/7440974027/7446656589,7446656589,EU,IE,C4,2023-03-10T23:04:00,2023-03-14T15:26:00,C2,7440884593,eng,Center-left,irishnews.com,https:en.wikipedia.orgwikiThe_Irish_News,Eng,,Christian,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,EU
116,/Event/7440884593/7440974027/7446658359,7446658359,EU,UK,C4,2023-03-10T23:04:00,2023-03-14T15:27:00,C2,7440884593,eng,Center,dailyecho.co.uk,https:en.wikipedia.orgwikiSouthern_Daily_Echo,Eng,NATO,Christian,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,
117,/Event/7440884593/7440974027/7446666764,7446666764,,GG,,2023-03-10T23:04:00,2023-03-14T15:32:00,,7440884593,eng,,guernseypress.com,,Spa,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,
118,/Event/7440884593/7440974027/7446673948,7446673948,EU,UK,C4,2023-03-10T23:04:00,2023-03-14T15:37:00,C2,7440884593,eng,Center,independent.co.uk,ChatGPT,Eng,NATO,Christian,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,
119,/Event/7440884593/7440974027/7446674196,7446674196,AS,QA,C19,2023-03-10T23:04:00,2023-03-14T15:37:00,C9,7440884593,eng,Pro-government,thepeninsulaqatar.com,ChatGPT,Ara,,Muslim,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AL,
120,/Event/7440884593/7440974027/7446682496,7446682496,EU,IE,C4,2023-03-10T23:04:00,2023-03-14T15:42:00,C2,7440884593,eng,,independent.ie,,Eng,,Christian,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,EU
121,/Event/7440884593/7440974027/7446686988,7446686988,,USA,C4,2023-03-10T23:04:00,2023-03-14T15:45:00,C2,7440884593,eng,,latimes.com,,Eng,NATO,Christian,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,NAFTA
122,/Event/7440884593/7440974027/7446762725,7446762725,,,,2023-03-10T23:04:00,2023-03-14T16:37:00,,7440884593,eng,,latestly.com,,,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,
123,/Event/7440884593/7440974027/7446834209,7446834209,,USA,C4,2023-03-10T23:04:00,2023-03-14T17:22:00,C2,7440884593,eng,Center-left,foxnews.com,ChatGPT,Eng,NATO,Christian,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,NAFTA
124,/Event/7440884593/7441006664,7441006664,,,,2023-03-10T21:28:00,2023-03-10T23:43:00,,7440884593,eng,,foreignaffairs.co.nz,,,,,,,,,,,,,,,,,,,,,,,,
125,/Event/7440884593/7441006664/7442081884,7442081884,,,,2023-03-10T23:43:00,2023-03-11T18:17:00,,7440884593,eng,,msn.com,,,,,,,,,,,,,,,,,,,,,,,,
126,/Event/7440884593/7441006664/7445120979,7445120979,AS,IN,C18,2023-03-10T23:43:00,2023-03-13T18:39:00,C17,7440884593,eng,Center-right,timesofindia.indiatimes.com,ChatGPT,,,Hindu,,,,,,,,,,,,,,,,,,,,
127,/Event/7440884593/7441006664/7446392194,7446392194,,,,2023-03-10T23:43:00,2023-03-14T12:48:00,,7440884593,eng,,malawi24.com,,,,,,,,,,,,,,,,,,,,,,,,
128,/Event/7440884593/7441006664/7446565575,7446565575,,USA,C4,2023-03-10T23:43:00,2023-03-14T14:29:00,C2,7440884593,eng,,edition.cnn.com,,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,NAFTA
129,/Event/7440884593/7441006664/7446696158,7446696158,,,,2023-03-10T23:43:00,2023-03-14T15:51:00,,7440884593,eng,,kion546.com,,,,,,,,,,,,,,,,,,,,,,,,
130,/Event/7440884593/7441006664/7446713376,7446713376,AS,JO,C20,2023-03-10T23:43:00,2023-03-14T16:02:00,C15,7440884593,eng,,albawaba.com,,Ara,,Muslim,,,,,,,,,,,,,,,,,,,AL,
131,/Event/7440884593/7441006664/7446951456,7446951456,AF,KE,C20,2023-03-10T23:43:00,2023-03-14T18:48:00,C17,7440884593,eng,,kenyastar.com,,,,Christian,,,,,,,,,,,,,,,,,,,AU,AfCFTA
132,/Event/7440884593/7441014923,7441014923,,USA,C4,2023-03-10T21:28:00,2023-03-10T23:54:00,C2,7440884593,eng,,voanews.com,,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,NAFTA
133,/Event/7440884593/7441227456,7441227456,,,,2023-03-10T21:28:00,2023-03-11T04:41:00,,7440884593,eng,,rte.ie,,,,,,,,,,,,,,,,,,,,,,,,
134,/Event/7440884593/7441227456/7443146414,7443146414,,,,2023-03-11T04:41:00,2023-03-12T14:40:00,,7440884593,eng,,nworeport.me,,,,,,,,,,,,,,,,,,,,,,,,
135,/Event/7440884593/7441227456/7443560782,7443560782,,,,2023-03-11T04:41:00,2023-03-12T21:58:00,,7440884593,eng,,clubofmozambique.com,,,,,,,,,,,,,,,,,,,,,,,,
136,/Event/7440884593/7441227456/7444144012,7444144012,AF,ZM,C20,2023-03-11T04:41:00,2023-03-13T08:04:00,C6,7440884593,eng,Government-owned,daily-mail.co.zm,ChatGPT,,,Christian,,,,,,,,,,,,,,,,,,,AU,AfCFTA
137,/Event/7440884593/7441227456/7444690977,7444690977,,USA,C4,2023-03-11T04:41:00,2023-03-13T13:46:00,C2,7440884593,eng,,reliefweb.int,,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,NAFTA
138,/Event/7440884593/7441227456/7444690977/7444903878,7444903878,,,,2023-03-13T13:46:00,2023-03-13T16:01:00,,7440884593,eng,,malawi24.com,,,,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,
139,/Event/7440884593/7441227456/7444690977/7444903878/7444955281,7444955281,,,,2023-03-13T16:01:00,2023-03-13T16:35:00,,7440884593,eng,,malawi24.com,,,,,,,,,,,,,,,,,,,,,,,,
140,/Event/7440884593/7441227456/7445035110,7445035110,AS,OM,,2023-03-11T04:41:00,2023-03-13T17:32:00,C11,7440884593,eng,Center,omanobserver.om,ChatGPT,Ara,,Muslim,,,,,,,,,,,,,,,,,,,AL,
141,/Event/7440884593/7441227456/7445052899,7445052899,AS,CN,C18,2023-03-11T04:41:00,2023-03-13T17:45:00,C9,7440884593,eng,Independent,scmp.com,ChatGPT,,,Irreligion,,,,,,,,,,,,,,,,,,,,
142,/Event/7440884593/7441227456/7446219807,7446219807,,,,2023-03-11T04:41:00,2023-03-14T11:04:00,,7440884593,eng,,socialnews.xyz,,,,,,,,,,,,,,,,,,,,,,,,
143,/Event/7440884593/7441227456/7446232093,7446232093,,,,2023-03-11T04:41:00,2023-03-14T11:11:00,,7440884593,eng,,zimeye.net,,,,,,,,,,,,,,,,,,,,,,,,
144,/Event/7440884593/7441227456/7446990648,7446990648,AS,MY,C18,2023-03-11T04:41:00,2023-03-14T19:19:00,C9,7440884593,eng,Center-right,thestar.com.my,ChatGPT,,,Muslim,,,,,,,,,,,,,,,,,,,,ASEAN
145,/Event/7440884593/7441227456/7447013608,7447013608,,,,2023-03-11T04:41:00,2023-03-14T19:39:00,,7440884593,eng,,sputniknews.com,,,,,,,,,,,,,,,,,,,,,,,,
146,/Event/7440884593/7441421724,7441421724,,,,2023-03-10T21:28:00,2023-03-11T08:06:00,,7440884593,eng,,socialnews.xyz,,,,,,,,,,,,,,,,,,,,,,,,
147,/Event/7440884593/7441642249,7441642249,,,,2023-03-10T21:28:00,2023-03-11T11:24:00,,7440884593,eng,,nampa.org,,,,,,,,,,,,,,,,,,,,,,,,
148,/Event/7440884593/7441642249/7442356840,7442356840,,,,2023-03-11T11:24:00,2023-03-12T00:10:00,,7440884593,eng,,nampa.org,,,,,,,,,,,,,,,,,,,,,,,,
149,/Event/7440884593/7441642249/7443297907,7443297907,,,,2023-03-11T11:24:00,2023-03-12T17:04:00,,7440884593,eng,,theglobalherald.com,,,,,,,,,,,,,,,,,,,,,,,,
150,/Event/7440884593/7441642249/7445035904,7445035904,AF,ZA,C4,2023-03-11T11:24:00,2023-03-13T17:32:00,C17,7440884593,eng,,enca.com,,,,Christian,,,,,,,,,,,,,,,,,,,AU,AfCFTA
151,/Event/7440884593/7441661442,7441661442,EU,UK,C4,2023-03-10T21:28:00,2023-03-11T11:42:00,C2,7440884593,eng,Center-left,dailymail.co.uk,ChatGPT,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,
152,/Event/7440884593/7441661442/7444102350,7444102350,AF,KE,C20,2023-03-11T11:42:00,2023-03-13T07:35:00,C17,7440884593,eng,Independent,the-star.co.ke,ChatGPT,,,Christian,15.0,14.0,10.0,15.0,34.0,89.0,69.0,10.0,9.0,51.0,12.0,66.0,22.0,17.0,35.0,21.0,15.0,35.0,AU,AfCFTA
153,/Event/7440884593/7441661442/7444534616,7444534616,,,,2023-03-11T11:42:00,2023-03-13T12:11:00,,7440884593,eng,,nampa.org,,,,,15.0,14.0,10.0,15.0,34.0,89.0,69.0,10.0,9.0,51.0,12.0,66.0,22.0,17.0,35.0,21.0,15.0,35.0,,
154,/Event/7440884593/7441661442/7444605312,7444605312,,,,2023-03-11T11:42:00,2023-03-13T12:54:00,,7440884593,eng,,urdupoint.com,,,,,15.0,14.0,10.0,15.0,34.0,89.0,69.0,10.0,9.0,51.0,12.0,66.0,22.0,17.0,35.0,21.0,15.0,35.0,,
155,/Event/7440884593/7441661442/7444941039,7444941039,,,,2023-03-11T11:42:00,2023-03-13T16:25:00,,7440884593,eng,,allafrica.com,,,,,15.0,14.0,10.0,15.0,34.0,89.0,69.0,10.0,9.0,51.0,12.0,66.0,22.0,17.0,35.0,21.0,15.0,35.0,,
156,/Event/7440884593/7441661442/7445020855,7445020855,AF,ZA,C4,2023-03-11T11:42:00,2023-03-13T17:21:00,C17,7440884593,eng,,thesouthafrican.com,,,,Christian,15.0,14.0,10.0,15.0,34.0,89.0,69.0,10.0,9.0,51.0,12.0,66.0,22.0,17.0,35.0,21.0,15.0,35.0,AU,AfCFTA
157,/Event/7440884593/7441661442/7445904476,7445904476,AS,IN,C18,2023-03-11T11:42:00,2023-03-14T07:46:00,C17,7440884593,eng,Center-right,timesofindia.indiatimes.com,ChatGPT,,,Hindu,15.0,14.0,10.0,15.0,34.0,89.0,69.0,10.0,9.0,51.0,12.0,66.0,22.0,17.0,35.0,21.0,15.0,35.0,,
158,/Event/7440884593/7441661442/7446139787,7446139787,,USA,C4,2023-03-11T11:42:00,2023-03-14T10:16:00,C2,7440884593,eng,,reliefweb.int,,Eng,NATO,Christian,15.0,14.0,10.0,15.0,34.0,89.0,69.0,10.0,9.0,51.0,12.0,66.0,22.0,17.0,35.0,21.0,15.0,35.0,,NAFTA
159,/Event/7440884593/7441837203,7441837203,AS,IN,C18,2023-03-10T21:28:00,2023-03-11T14:19:00,C17,7440884593,eng,,news18.com,,,,Hindu,,,,,,,,,,,,,,,,,,,,
160,/Event/7440884593/7441911490,7441911490,AF,TZ,C20,2023-03-10T21:28:00,2023-03-11T15:31:00,C6,7440884593,eng,Center,thecitizen.co.tz,ChatGPT,,,Christian,,,,,,,,,,,,,,,,,,,AU,AfCFTA
161,/Event/7440884593/7441997388,7441997388,,,,2023-03-10T21:28:00,2023-03-11T16:51:00,,7440884593,eng,,howafrica.com,,,,,,,,,,,,,,,,,,,,,,,,
162,/Event/7440884593/7442000130,7442000130,,,,2023-03-10T21:28:00,2023-03-11T16:54:00,,7440884593,eng,,devdiscourse.com,,,,,,,,,,,,,,,,,,,,,,,,
163,/Event/7440884593/7442019352,7442019352,,,,2023-03-10T21:28:00,2023-03-11T17:12:00,,7440884593,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,
164,/Event/7440884593/7442019352/7444529303,7444529303,,,,2023-03-11T17:12:00,2023-03-13T12:07:00,,7440884593,eng,,torontosun.com,,,,,,,,,,,,,,,,,,,,,,,,
165,/Event/7440884593/7442019352/7446593177,7446593177,,,,2023-03-11T17:12:00,2023-03-14T14:48:00,,7440884593,eng,,msn.com,,,,,,,,,,,,,,,,,,,,,,,,
166,/Event/7440884593/7442043336,7442043336,,,,2023-03-10T21:28:00,2023-03-11T17:39:00,,7440884593,eng,,msn.com,,,,,,,,,,,,,,,,,,,,,,,,
167,/Event/7440884593/7442082116,7442082116,AS,QA,C19,2023-03-10T21:28:00,2023-03-11T18:16:00,C9,7440884593,eng,pro-Qatari-government-Arab-nationalist,aljazeera.com,ChatGPT,Ara,,Muslim,,,,,,,,,,,,,,,,,,,AL,
168,/Event/7440884593/7442148962,7442148962,,,,2023-03-10T21:28:00,2023-03-11T19:28:00,,7440884593,eng,,sabcnews.com,,,,,,,,,,,,,,,,,,,,,,,,
169,/Event/7440884593/7442175040,7442175040,,,,2023-03-10T21:28:00,2023-03-11T20:00:00,,7440884593,eng,,devdiscourse.com,,,,,,,,,,,,,,,,,,,,,,,,
170,/Event/7440884593/7442178630,7442178630,,,,2023-03-10T21:28:00,2023-03-11T20:04:00,,7440884593,eng,,shorenewsnetwork.com,,,,,,,,,,,,,,,,,,,,,,,,
171,/Event/7440884593/7442181184,7442181184,,,,2023-03-10T21:28:00,2023-03-11T20:07:00,,7440884593,eng,,rocketnews.com,,,,,,,,,,,,,,,,,,,,,,,,
172,/Event/7440884593/7442195852,7442195852,,,,2023-03-10T21:28:00,2023-03-11T20:25:00,,7440884593,eng,,devdiscourse.com,,,,,,,,,,,,,,,,,,,,,,,,
173,/Event/7440884593/7442201065,7442201065,,,,2023-03-10T21:28:00,2023-03-11T20:31:00,,7440884593,eng,,shorenewsnetwork.com,,,,,,,,,,,,,,,,,,,,,,,,
174,/Event/7440884593/7442241586,7442241586,AU,AU,C4,2023-03-10T21:28:00,2023-03-11T21:25:00,C2,7440884593,eng,,au.news.yahoo.com,,Eng,,Christian,,,,,,,,,,,,,,,,,,,PIF,
175,/Event/7440884593/7442262516,7442262516,,,,2023-03-10T21:28:00,2023-03-11T21:56:00,,7440884593,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,
176,/Event/7440884593/7441228434,7441228434,AF,ZW,,2023-03-10T21:28:00,2023-03-11T22:14:00,C8,7440884593,eng,,dailynews.co.zw,,,,Christian,,,,,,,,,,,,,,,,,,,AU,
177,/Event/7440884593/7442286384,7442286384,,,,2023-03-10T21:28:00,2023-03-11T22:27:00,,7440884593,eng,,news.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,
178,/Event/7440884593/7442318856,7442318856,,,,2023-03-10T21:28:00,2023-03-11T23:14:00,,7440884593,eng,,spacedaily.com,,,,,,,,,,,,,,,,,,,,,,,,
179,/Event/7440884593/7442318856/7443192281,7443192281,,USA,C4,2023-03-11T23:14:00,2023-03-12T15:22:00,C2,7440884593,eng,,reliefweb.int,,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,NAFTA
180,/Event/7440884593/7442318857,7442318857,,,,2023-03-10T21:28:00,2023-03-11T23:14:00,,7440884593,eng,,terradaily.com,,,,,,,,,,,,,,,,,,,,,,,,
181,/Event/7440884593/7442335097,7442335097,,,,2023-03-10T21:28:00,2023-03-11T23:40:00,,7440884593,eng,,independent.ng,,,,,,,,,,,,,,,,,,,,,,,,
182,/Event/7440884593/7442353104,7442353104,,,,2023-03-10T21:28:00,2023-03-12T00:07:00,,7440884593,eng,,abc.net.au,,,,,,,,,,,,,,,,,,,,,,,,
183,/Event/7440884593/7442433786,7442433786,AS,TR,C14,2023-03-10T21:28:00,2023-03-12T02:10:00,C12,7440884593,eng,,trtworld.com,,,NATO,Muslim,,,,,,,,,,,,,,,,,,,,
184,/Event/7440884593/7442477460,7442477460,AS,AE,C19,2023-03-10T21:28:00,2023-03-12T03:19:00,C9,7440884593,eng,,gulfnews.com,,Ara,,Muslim,,,,,,,,,,,,,,,,,,,AL,
185,/Event/7440884593/7442517607,7442517607,AS,QA,C19,2023-03-10T21:28:00,2023-03-12T04:17:00,C9,7440884593,eng,pro-Qatari-government-Arab-nationalist,aljazeera.com,ChatGPT,Ara,,Muslim,,,,,,,,,,,,,,,,,,,AL,
186,/Event/7440884593/7442517607/7444689149,7444689149,,,,2023-03-12T04:17:00,2023-03-13T13:45:00,,7440884593,eng,,latestly.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
187,/Event/7440884593/7442554885,7442554885,,,,2023-03-10T21:28:00,2023-03-12T05:07:00,,7440884593,eng,,daily-sun.com,,,,,,,,,,,,,,,,,,,,,,,,
188,/Event/7440884593/7442585534,7442585534,AF,ZA,C4,2023-03-10T21:28:00,2023-03-12T05:46:00,C17,7440884593,eng,,thesouthafrican.com,,,,Christian,,,,,,,,,,,,,,,,,,,AU,AfCFTA
189,/Event/7440884593/7442585534/7444533241,7444533241,,,,2023-03-12T05:46:00,2023-03-13T12:14:00,,7440884593,eng,,ca.sports.yahoo.com,,,,,74.0,102.0,63.0,49.0,129.0,65.0,63.0,48.0,102.0,34.0,68.0,63.0,140.0,38.0,49.0,136.0,40.0,49.0,,
