source.uri,con_name,country,lang-name,language,Political-Alignment,wiki-url,Cultural-Class,Economic-Class,Continent-name,Continent,Religions,2019Rank-From,SafetyandSecurity,PersonalFreedom,Governance,SocialCapital,InvestmentEnvironment,EnterpriseConditions,MarketAccessandInfrastructure,EconomicQuality,LivingConditions,Health,Education,NaturalEnvironment,PowerDistance,Individualism,Masculinity,UncertaintyAvoidance,LongTermOrientation,Indulgence,economicblocs-name,economicblocs,militarydefenseblocs-name,militarydefenseblocs,politicalregionalblocs-name,politicalregionalblocs,linguisticblocs-name,linguisticblocs
theday.com,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
thedrinksbusiness.com,United-Kingdom,UK,English,eng,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
thegoldenstar.net,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
theimproper.com,United-Kingdom,UK,English,eng,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
theirishworld.com,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
thelawyer.com,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
thenorthernecho.co.uk,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
thescarboroughnews.co.uk,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
thesouthernreporter.co.uk,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
thestar.co.uk,United-Kingdom,UK,English,eng,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
thesundaytimes.co.uk,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
thetab.com,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
thetelegraphandargus.co.uk,United-Kingdom,UK,English,eng,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
theupcoming.co.uk,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
theweeklynews.ca,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
thezimbabwean.co,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
thisismoney.co.uk,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
timeout.com,United-Kingdom,UK,English,eng,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
tivysideadvertiser.co.uk,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
totalpolitics.com,United-Kingdom,UK,English,eng,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
travelandtourworld.com,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
travelweekly.co.uk,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
travelweekly.com,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
ttgasia.com,United-Kingdom,UK,English,eng,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
uk.reuters.com,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
unionleader.com,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
unison.org.uk,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
usfashionnews.com,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
utv.ie,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
varsity.co.uk,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
vogue.co.uk,United-Kingdom,UK,English,eng,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
voxeu.org,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
wakefieldexpress.co.uk,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
walesonline.co.uk,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
watfordobserver.co.uk,United-Kingdom,UK,English,eng,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
westbriton.co.uk,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
westernmorningnews.co.uk,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
which.co.uk,United-Kingdom,UK,English,eng,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
wiltshiretimes.co.uk,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
wimbledonguardian.co.uk,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
windpowermonthly.com,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
wired.co.uk,United-Kingdom,UK,English,eng,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
worcesternews.co.uk,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
workersliberty.org,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
worksopguardian.co.uk,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
world.newssc.org,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
worldsoccer.com,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
wscountytimes.co.uk,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
yeovilexpress.co.uk,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
yorkpress.co.uk,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
yougov.co.uk,United-Kingdom,UK,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
marieclaire.co.uk,United-Kingdom-France,UK-FR,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
closermag.fr,United-Kingdom-France-United-States,UK-FR-USA,Eng-Fre,eng-fre,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
decanter.com,United-Kingdom-United-States,UK-USA,English,eng,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
theweek.co.uk,United-Kingdom-United-States,UK-USA,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
gamesradar.com,United-Kingdom-United-States-Canada-Australia,UK-USA-CA-AU,,,,,C4,C2,Europe,EU,Christian,12,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,high,high,,,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
teletica.com,Costa-Rica,CR,,,,,C10,C4,North America,NA,Christian,39,best,best,best,best,best,best,average,average,average,best,best,best,low,low,low,high,low,low,,,,,,,Spanish-speaking,Spa
repretel.com,Costa-Rica-United-States,CR-USA,,,,,,,North America,NA,Christian,39,best,best,best,best,best,best,average,average,average,best,best,best,low,low,low,high,low,low,,,,,,,,
https:nos.nl,Netherlands,NL,,,Center,ChatGPT,C8,C2,Europe,EU,Christian,6,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,high,high,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
nu.nl,Netherlands,NL,,,Center,ChatGPT,C8,C2,Europe,EU,Christian,6,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,high,high,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
rtlnieuws.nl,Netherlands,NL,,,Center,ChatGPT,C8,C2,Europe,EU,Christian,6,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,high,high,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
nrc.nl,Netherlands,NL,,,Center-left,ChatGPT,C8,C2,Europe,EU,Christian,6,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,high,high,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
parool.nl,Netherlands,NL,,,Center-left,ChatGPT,C8,C2,Europe,EU,Christian,6,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,high,high,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
telegraaf.nl,Netherlands,NL,Dutch,dut,Center-left,ChatGPT,C8,C2,Europe,EU,Christian,6,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,high,high,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
trouw.nl,Netherlands,NL,,,Center-left,ChatGPT,C8,C2,Europe,EU,Christian,6,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,high,high,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
volkskrant.nl,Netherlands,NL,,,Center-left,ChatGPT,C8,C2,Europe,EU,Christian,6,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,high,high,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
ad.nl,Netherlands,NL,,,Center-right,ChatGPT,C8,C2,Europe,EU,Christian,6,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,high,high,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
https:fd.nl,Netherlands,NL,,,Center-right,ChatGPT,C8,C2,Europe,EU,Christian,6,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,high,high,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
fashionunited.uk,Netherlands,NL,,,,,C8,C2,Europe,EU,Christian,6,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,high,high,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
msf.org.uk,Netherlands,NL,,,,,C8,C2,Europe,EU,Christian,6,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,high,high,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
thenextweb.com,Netherlands,NL,,,,,C8,C2,Europe,EU,Christian,6,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,high,high,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
ttvnol.com,Netherlands,NL,,,,,C8,C2,Europe,EU,Christian,6,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,high,high,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
venezuelaaldia.com,Netherlands,NL,,,,,C8,C2,Europe,EU,Christian,6,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,high,high,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
theguardian.comau,Australia,AU,,,Center-left,ChatGPT,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
smh.com.au,Australia,AU,,,Center-left-liberal,ChatGPT,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
theage.com.au,Australia,AU,,,Center-left-liberal,ChatGPT,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
9news.com.au,Australia,AU,,,Center-right,ChatGPT,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
cn.theaustralian.com.au,Australia,AU,,,Center-right,https:en.wikipedia.orgwikiThe_Australian,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
ntnews.com.au,Australia,AU,,,Center-right,https:en.wikipedia.orgwikirthern_Territory_News,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
afr.com,Australia,AU,,,Center-right-liberal,ChatGPT,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
greenleft.org.au,Australia,AU,English,eng,cosocialist-Anticapitalist-Feminist,https:en.wikipedia.orgwikiGreen_Left_(Australian_newspaper),C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
abc.net.aunews,Australia,AU,,,Independent,ChatGPT,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
news.com.au,Australia,AU,,,Independent,ChatGPT,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
sbs.com.aunews,Australia,AU,,,Independent,ChatGPT,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
dailytelegraph.com.au,Australia,AU,,,Right-wing-conservative,ChatGPT,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
skynews.com.au,Australia,AU,,,Right-wing-conservative,ChatGPT,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
theaustralian.com.au,Australia,AU,,,Right-wing-conservative,ChatGPT,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
9now.nine.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
aap.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
adelaidenow.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
adnews.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
areanews.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
au.news.yahoo.com,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
bellingencourier.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
bendigoadvertiser.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
bordermail.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
brisbanetimes.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
canberratimes.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
caradvice.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
catholicleader.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
centralwesterndaily.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
channelnews.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
couriermail.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
crikey.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
dailyadvertiser.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
dailyliberal.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
domain.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
espn.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
examiner.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
farmweekly.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
finance.nine.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
foxsports.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
fr.news-front.info,Australia,AU,English,eng,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
gaynewsnetwork.com.au,Australia,AU,English,eng,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
gearsofbiz.com,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
geelongadvertiser.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
goldcoastbulletin.com.au,Australia,AU,English,eng,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
heraldsun.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
